intervention_scope,control_type,n_real,n_control,real_mean,control_mean,mannwhitney_u,p_value
local_token,condition_semantic,1071,1071,0.16371103678995058,0.1408104352411719,594558.5,0.14149027604962683
local_token,random_magnitude_matched,1071,1050,0.16371103678995058,0.1392895427951209,582073.0,0.16028107279454207
