intervention_scope,control_type,n_real,n_control,real_mean,control_mean,mannwhitney_u,p_value
local_token,condition_semantic,985,985,0.10350135497498529,0.07357176098944412,504334.0,0.12779900746851056
local_token,random_magnitude_matched,985,931,0.10350135497498529,0.06325114819367621,485917.5,0.023575584846774605
