intervention_scope,control_type,n_real,n_control,real_mean,control_mean,mannwhitney_u,p_value
local_token,condition_semantic,1071,1071,0.16371103678995058,0.14263041599243242,593094.5,0.1713247288822276
local_token,random_magnitude_matched,1071,1050,0.16371103678995058,0.13899727490897376,580991.5,0.1843796752194301
