layer,mean_rewrite_score,top10_mean_rewrite_score,num_units
0,0.5925753228366375,1.0,2
1,4.404410719871521e-05,0.00026588439941406246,2
2,0.10085386037826538,0.63775634765625,2
3,0.00013596192002296448,0.0007016420364379883,2
4,0.0002790801227092743,0.0014324188232421875,2
5,9.359419345855713e-05,0.00029668807983398434,2
