intervention_scope,stage,count,mean_norm_effect,median_norm_effect,stage3_key_source,allow_post_decision_coords,post_decision_coords_excluded,ablation_mode
local_token,prompt,985,0.10350135497498529,0.07692307689940828,eligible,False,1094616,exact_zero
