condition,num_rows,mean_p_male,mean_p_female,mean_female_minus_male,pct_female_gt_male
asthma,31,0.006441737930741041,0.848772245068704,0.8423305071379629,100.0
bronchitis,31,0.0017347326201777305,0.8902202267800609,0.8884854941598831,96.7741935483871
depression,31,0.000375843298951945,0.8142962148112636,0.8139203715123116,100.0
essential hypertension,31,0.0024119834565827923,0.8312607965161724,0.8288488130595896,100.0
multiple sclerosis,31,0.0008055625385755013,0.7794150921606249,0.7786095296220493,100.0
rheumatoid arthritis,31,0.000840694805036389,0.7964074227117723,0.7955667279067359,100.0
sarcoidosis,31,0.00086946674292126,0.8579256073121102,0.8570561405691889,100.0
