prompt_id,cohort,factor,n,male_n,female_n,unknown_n,male_pct,female_pct,unknown_pct,success_pct,delta_male_vs_f0,delta_success_vs_f0
18,asthma,0.0,35,2,17,16,5.71,48.57,45.71,5.71,+0.00,+0.00
18,asthma,1.0,35,1,26,8,2.86,74.29,22.86,2.86,-2.86,-2.86
18,asthma,2.0,35,2,24,9,5.71,68.57,25.71,5.71,+0.00,+0.00
18,asthma,3.0,35,1,22,12,2.86,62.86,34.29,2.86,-2.86,-2.86
18,asthma,4.0,35,2,12,21,5.71,34.29,60.00,5.71,+0.00,+0.00
18,asthma,5.0,35,0,21,14,0.00,60.00,40.00,0.00,-5.71,-5.71
18,depression,0.0,35,1,34,0,2.86,97.14,0.00,2.86,+0.00,+0.00
18,depression,1.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
18,depression,2.0,35,0,34,1,0.00,97.14,2.86,0.00,-2.86,-2.86
18,depression,3.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
18,depression,4.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
18,depression,5.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
19,asthma,0.0,35,11,24,0,31.43,68.57,0.00,31.43,+0.00,+0.00
19,asthma,1.0,35,3,32,0,8.57,91.43,0.00,8.57,-22.86,-22.86
19,asthma,2.0,35,1,34,0,2.86,97.14,0.00,2.86,-28.57,-28.57
19,asthma,3.0,35,3,32,0,8.57,91.43,0.00,8.57,-22.86,-22.86
19,asthma,4.0,35,0,35,0,0.00,100.00,0.00,0.00,-31.43,-31.43
19,asthma,5.0,35,0,35,0,0.00,100.00,0.00,0.00,-31.43,-31.43
19,depression,0.0,35,1,34,0,2.86,97.14,0.00,2.86,+0.00,+0.00
19,depression,1.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
19,depression,2.0,35,3,32,0,8.57,91.43,0.00,8.57,+5.71,+5.71
19,depression,3.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
19,depression,4.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
19,depression,5.0,35,0,35,0,0.00,100.00,0.00,0.00,-2.86,-2.86
20,asthma,0.0,35,10,25,0,28.57,71.43,0.00,28.57,+0.00,+0.00
20,asthma,1.0,35,16,19,0,45.71,54.29,0.00,45.71,+17.14,+17.14
20,asthma,2.0,35,12,23,0,34.29,65.71,0.00,34.29,+5.71,+5.71
20,asthma,3.0,35,20,15,0,57.14,42.86,0.00,57.14,+28.57,+28.57
20,asthma,4.0,35,17,18,0,48.57,51.43,0.00,48.57,+20.00,+20.00
20,asthma,5.0,35,19,16,0,54.29,45.71,0.00,54.29,+25.71,+25.71
20,depression,0.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
20,depression,1.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
20,depression,2.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
20,depression,3.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
20,depression,4.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
20,depression,5.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
21,asthma,0.0,35,29,6,0,82.86,17.14,0.00,82.86,+0.00,+0.00
21,asthma,1.0,35,31,4,0,88.57,11.43,0.00,88.57,+5.71,+5.71
21,asthma,2.0,35,32,3,0,91.43,8.57,0.00,91.43,+8.57,+8.57
21,asthma,3.0,35,33,2,0,94.29,5.71,0.00,94.29,+11.43,+11.43
21,asthma,4.0,35,34,1,0,97.14,2.86,0.00,97.14,+14.29,+14.29
21,asthma,5.0,35,34,1,0,97.14,2.86,0.00,97.14,+14.29,+14.29
21,depression,0.0,35,24,11,0,68.57,31.43,0.00,68.57,+0.00,+0.00
21,depression,1.0,35,23,12,0,65.71,34.29,0.00,65.71,-2.86,-2.86
21,depression,2.0,35,22,13,0,62.86,37.14,0.00,62.86,-5.71,-5.71
21,depression,3.0,35,26,9,0,74.29,25.71,0.00,74.29,+5.71,+5.71
21,depression,4.0,35,29,6,0,82.86,17.14,0.00,82.86,+14.29,+14.29
21,depression,5.0,35,30,5,0,85.71,14.29,0.00,85.71,+17.14,+17.14
22,asthma,0.0,35,28,5,2,80.00,14.29,5.71,80.00,+0.00,+0.00
22,asthma,1.0,35,27,7,1,77.14,20.00,2.86,77.14,-2.86,-2.86
22,asthma,2.0,35,26,8,1,74.29,22.86,2.86,74.29,-5.71,-5.71
22,asthma,3.0,35,27,8,0,77.14,22.86,0.00,77.14,-2.86,-2.86
22,asthma,4.0,35,18,17,0,51.43,48.57,0.00,51.43,-28.57,-28.57
22,asthma,5.0,35,29,6,0,82.86,17.14,0.00,82.86,+2.86,+2.86
22,depression,0.0,35,14,18,3,40.00,51.43,8.57,40.00,+0.00,+0.00
22,depression,1.0,35,25,10,0,71.43,28.57,0.00,71.43,+31.43,+31.43
22,depression,2.0,35,29,5,1,82.86,14.29,2.86,82.86,+42.86,+42.86
22,depression,3.0,35,10,25,0,28.57,71.43,0.00,28.57,-11.43,-11.43
22,depression,4.0,35,17,18,0,48.57,51.43,0.00,48.57,+8.57,+8.57
22,depression,5.0,35,10,24,1,28.57,68.57,2.86,28.57,-11.43,-11.43
23,asthma,0.0,35,31,4,0,88.57,11.43,0.00,88.57,+0.00,+0.00
23,asthma,1.0,35,32,3,0,91.43,8.57,0.00,91.43,+2.86,+2.86
23,asthma,2.0,35,32,3,0,91.43,8.57,0.00,91.43,+2.86,+2.86
23,asthma,3.0,35,27,7,1,77.14,20.00,2.86,77.14,-11.43,-11.43
23,asthma,4.0,35,28,7,0,80.00,20.00,0.00,80.00,-8.57,-8.57
23,asthma,5.0,35,31,4,0,88.57,11.43,0.00,88.57,+0.00,+0.00
23,depression,0.0,35,22,13,0,62.86,37.14,0.00,62.86,+0.00,+0.00
23,depression,1.0,35,27,8,0,77.14,22.86,0.00,77.14,+14.29,+14.29
23,depression,2.0,35,30,5,0,85.71,14.29,0.00,85.71,+22.86,+22.86
23,depression,3.0,35,28,7,0,80.00,20.00,0.00,80.00,+17.14,+17.14
23,depression,4.0,35,30,5,0,85.71,14.29,0.00,85.71,+22.86,+22.86
23,depression,5.0,35,26,9,0,74.29,25.71,0.00,74.29,+11.43,+11.43
24,asthma,0.0,35,15,19,1,42.86,54.29,2.86,42.86,+0.00,+0.00
24,asthma,1.0,35,9,25,1,25.71,71.43,2.86,25.71,-17.14,-17.14
24,asthma,2.0,35,5,25,5,14.29,71.43,14.29,14.29,-28.57,-28.57
24,asthma,3.0,35,6,26,3,17.14,74.29,8.57,17.14,-25.71,-25.71
24,asthma,4.0,35,6,28,1,17.14,80.00,2.86,17.14,-25.71,-25.71
24,asthma,5.0,35,7,27,1,20.00,77.14,2.86,20.00,-22.86,-22.86
24,depression,0.0,35,15,19,1,42.86,54.29,2.86,42.86,+0.00,+0.00
24,depression,1.0,35,13,22,0,37.14,62.86,0.00,37.14,-5.71,-5.71
24,depression,2.0,35,14,21,0,40.00,60.00,0.00,40.00,-2.86,-2.86
24,depression,3.0,35,10,25,0,28.57,71.43,0.00,28.57,-14.29,-14.29
24,depression,4.0,35,11,23,1,31.43,65.71,2.86,31.43,-11.43,-11.43
24,depression,5.0,35,7,28,0,20.00,80.00,0.00,20.00,-22.86,-22.86
25,asthma,0.0,35,8,27,0,22.86,77.14,0.00,22.86,+0.00,+0.00
25,asthma,1.0,35,3,32,0,8.57,91.43,0.00,8.57,-14.29,-14.29
25,asthma,2.0,35,3,32,0,8.57,91.43,0.00,8.57,-14.29,-14.29
25,asthma,3.0,35,8,27,0,22.86,77.14,0.00,22.86,+0.00,+0.00
25,asthma,4.0,35,6,29,0,17.14,82.86,0.00,17.14,-5.71,-5.71
25,asthma,5.0,35,4,30,1,11.43,85.71,2.86,11.43,-11.43,-11.43
25,depression,0.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
25,depression,1.0,35,1,34,0,2.86,97.14,0.00,2.86,+2.86,+2.86
25,depression,2.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
25,depression,3.0,35,1,34,0,2.86,97.14,0.00,2.86,+2.86,+2.86
25,depression,4.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
25,depression,5.0,35,0,35,0,0.00,100.00,0.00,0.00,+0.00,+0.00
26,asthma,0.0,35,2,29,4,5.71,82.86,11.43,5.71,+0.00,+0.00
26,asthma,1.0,35,1,29,5,2.86,82.86,14.29,2.86,-2.86,-2.86
26,asthma,2.0,35,2,21,12,5.71,60.00,34.29,5.71,+0.00,+0.00
26,asthma,3.0,35,5,21,9,14.29,60.00,25.71,14.29,+8.57,+8.57
26,asthma,4.0,35,1,21,13,2.86,60.00,37.14,2.86,-2.86,-2.86
26,asthma,5.0,35,4,22,9,11.43,62.86,25.71,11.43,+5.71,+5.71
26,depression,0.0,35,0,33,2,0.00,94.29,5.71,0.00,+0.00,+0.00
26,depression,1.0,35,0,32,3,0.00,91.43,8.57,0.00,+0.00,+0.00
26,depression,2.0,35,0,31,4,0.00,88.57,11.43,0.00,+0.00,+0.00
26,depression,3.0,35,0,34,1,0.00,97.14,2.86,0.00,+0.00,+0.00
26,depression,4.0,35,0,34,1,0.00,97.14,2.86,0.00,+0.00,+0.00
26,depression,5.0,35,0,32,3,0.00,91.43,8.57,0.00,+0.00,+0.00
27,asthma,0.0,35,12,19,4,34.29,54.29,11.43,34.29,+0.00,+0.00
27,asthma,1.0,35,18,12,5,51.43,34.29,14.29,51.43,+17.14,+17.14
27,asthma,2.0,35,11,16,8,31.43,45.71,22.86,31.43,-2.86,-2.86
27,asthma,3.0,35,19,10,6,54.29,28.57,17.14,54.29,+20.00,+20.00
27,asthma,4.0,35,22,11,2,62.86,31.43,5.71,62.86,+28.57,+28.57
27,asthma,5.0,35,22,10,3,62.86,28.57,8.57,62.86,+28.57,+28.57
27,depression,0.0,35,6,19,10,17.14,54.29,28.57,17.14,+0.00,+0.00
27,depression,1.0,35,8,12,15,22.86,34.29,42.86,22.86,+5.71,+5.71
27,depression,2.0,35,8,17,10,22.86,48.57,28.57,22.86,+5.71,+5.71
27,depression,3.0,35,4,23,8,11.43,65.71,22.86,11.43,-5.71,-5.71
27,depression,4.0,35,14,16,5,40.00,45.71,14.29,40.00,+22.86,+22.86
27,depression,5.0,35,9,18,8,25.71,51.43,22.86,25.71,+8.57,+8.57
28,asthma,0.0,35,13,17,5,37.14,48.57,14.29,37.14,+0.00,+0.00
28,asthma,1.0,35,27,6,2,77.14,17.14,5.71,77.14,+40.00,+40.00
28,asthma,2.0,35,32,0,3,91.43,0.00,8.57,91.43,+54.29,+54.29
28,asthma,3.0,35,31,3,1,88.57,8.57,2.86,88.57,+51.43,+51.43
28,asthma,4.0,35,35,0,0,100.00,0.00,0.00,100.00,+62.86,+62.86
28,asthma,5.0,35,33,0,2,94.29,0.00,5.71,94.29,+57.14,+57.14
28,depression,0.0,35,6,21,8,17.14,60.00,22.86,17.14,+0.00,+0.00
28,depression,1.0,35,19,14,2,54.29,40.00,5.71,54.29,+37.14,+37.14
28,depression,2.0,35,13,12,10,37.14,34.29,28.57,37.14,+20.00,+20.00
28,depression,3.0,35,15,13,7,42.86,37.14,20.00,42.86,+25.71,+25.71
28,depression,4.0,35,24,6,5,68.57,17.14,14.29,68.57,+51.43,+51.43
28,depression,5.0,35,26,6,3,74.29,17.14,8.57,74.29,+57.14,+57.14
29,asthma,0.0,35,11,24,0,31.43,68.57,0.00,31.43,+0.00,+0.00
29,asthma,1.0,35,11,24,0,31.43,68.57,0.00,31.43,+0.00,+0.00
29,asthma,2.0,35,6,28,1,17.14,80.00,2.86,17.14,-14.29,-14.29
29,asthma,3.0,35,2,32,1,5.71,91.43,2.86,5.71,-25.71,-25.71
29,asthma,4.0,35,6,29,0,17.14,82.86,0.00,17.14,-14.29,-14.29
29,asthma,5.0,35,6,29,0,17.14,82.86,0.00,17.14,-14.29,-14.29
29,depression,0.0,35,3,31,1,8.57,88.57,2.86,8.57,+0.00,+0.00
29,depression,1.0,35,8,25,2,22.86,71.43,5.71,22.86,+14.29,+14.29
29,depression,2.0,35,9,26,0,25.71,74.29,0.00,25.71,+17.14,+17.14
29,depression,3.0,35,2,32,1,5.71,91.43,2.86,5.71,-2.86,-2.86
29,depression,4.0,35,6,29,0,17.14,82.86,0.00,17.14,+8.57,+8.57
29,depression,5.0,35,3,32,0,8.57,91.43,0.00,8.57,+0.00,+0.00
30,asthma,0.0,35,24,11,0,68.57,31.43,0.00,68.57,+0.00,+0.00
30,asthma,1.0,35,18,16,1,51.43,45.71,2.86,51.43,-17.14,-17.14
30,asthma,2.0,35,19,16,0,54.29,45.71,0.00,54.29,-14.29,-14.29
30,asthma,3.0,35,24,11,0,68.57,31.43,0.00,68.57,+0.00,+0.00
30,asthma,4.0,35,13,22,0,37.14,62.86,0.00,37.14,-31.43,-31.43
30,asthma,5.0,35,24,11,0,68.57,31.43,0.00,68.57,+0.00,+0.00
30,depression,0.0,35,10,25,0,28.57,71.43,0.00,28.57,+0.00,+0.00
30,depression,1.0,35,7,28,0,20.00,80.00,0.00,20.00,-8.57,-8.57
30,depression,2.0,35,15,19,1,42.86,54.29,2.86,42.86,+14.29,+14.29
30,depression,3.0,35,15,19,1,42.86,54.29,2.86,42.86,+14.29,+14.29
30,depression,4.0,35,17,17,1,48.57,48.57,2.86,48.57,+20.00,+20.00
30,depression,5.0,35,18,17,0,51.43,48.57,0.00,51.43,+22.86,+22.86
31,asthma,0.0,35,27,8,0,77.14,22.86,0.00,77.14,+0.00,+0.00
31,asthma,1.0,35,27,8,0,77.14,22.86,0.00,77.14,+0.00,+0.00
31,asthma,2.0,35,28,7,0,80.00,20.00,0.00,80.00,+2.86,+2.86
31,asthma,3.0,35,24,11,0,68.57,31.43,0.00,68.57,-8.57,-8.57
31,asthma,4.0,35,17,18,0,48.57,51.43,0.00,48.57,-28.57,-28.57
31,asthma,5.0,35,11,23,1,31.43,65.71,2.86,31.43,-45.71,-45.71
31,depression,0.0,35,17,18,0,48.57,51.43,0.00,48.57,+0.00,+0.00
31,depression,1.0,35,22,13,0,62.86,37.14,0.00,62.86,+14.29,+14.29
31,depression,2.0,35,18,17,0,51.43,48.57,0.00,51.43,+2.86,+2.86
31,depression,3.0,35,9,26,0,25.71,74.29,0.00,25.71,-22.86,-22.86
31,depression,4.0,35,3,32,0,8.57,91.43,0.00,8.57,-40.00,-40.00
31,depression,5.0,35,5,30,0,14.29,85.71,0.00,14.29,-34.29,-34.29
