intervention_scope,control_type,n_real,n_control,real_mean,control_mean,mannwhitney_u,p_value
local_token,condition_semantic,1071,1071,0.16371103678995058,0.13806575095349613,597830.0,0.08932975363436468
local_token,random_magnitude_matched,1071,1050,0.16371103678995058,0.13725879428195692,584470.5,0.11544893277966227
