scope	cohort	prompt_id	factor	n	male_n	female_n	unknown_n	ambiguous_n	target_success_rate	male_rate	female_rate	male_to_female_ratio
cohort_prompt	asthma	22	5.0	35	1	34	0	0	0.02857142857142857	0.02857142857142857	0.9714285714285714	0.029411764705882353
cohort_prompt	asthma	23	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	23	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	23	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	23	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	23	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	23	5.0	35	1	34	0	0	0.02857142857142857	0.02857142857142857	0.9714285714285714	0.029411764705882353
cohort_prompt	asthma	24	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	24	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	24	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	24	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	24	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	24	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	25	0.0	35	1	27	7	0	0.02857142857142857	0.02857142857142857	0.7714285714285715	0.037037037037037035
cohort_prompt	asthma	25	1.0	35	0	33	2	0	0.0	0.0	0.9428571428571428	0.0
cohort_prompt	asthma	25	2.0	35	0	32	3	0	0.0	0.0	0.9142857142857143	0.0
cohort_prompt	asthma	25	3.0	35	0	22	13	0	0.0	0.0	0.6285714285714286	0.0
cohort_prompt	asthma	25	4.0	35	1	15	19	0	0.02857142857142857	0.02857142857142857	0.42857142857142855	0.06666666666666667
cohort_prompt	asthma	25	5.0	35	1	17	17	0	0.02857142857142857	0.02857142857142857	0.4857142857142857	0.058823529411764705
cohort_prompt	asthma	26	0.0	35	2	33	0	0	0.05714285714285714	0.05714285714285714	0.9428571428571428	0.06060606060606061
cohort_prompt	asthma	26	1.0	35	2	33	0	0	0.05714285714285714	0.05714285714285714	0.9428571428571428	0.06060606060606061
cohort_prompt	asthma	26	2.0	35	12	23	0	0	0.34285714285714286	0.34285714285714286	0.6571428571428571	0.5217391304347826
cohort_prompt	asthma	26	3.0	35	18	17	0	0	0.5142857142857142	0.5142857142857142	0.4857142857142857	1.0588235294117647
cohort_prompt	asthma	26	4.0	35	20	15	0	0	0.5714285714285714	0.5714285714285714	0.42857142857142855	1.3333333333333333
cohort_prompt	asthma	26	5.0	35	15	20	0	0	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.75
cohort_prompt	asthma	27	0.0	35	33	2	0	0	0.9428571428571428	0.9428571428571428	0.05714285714285714	16.5
cohort_prompt	asthma	27	1.0	35	26	9	0	0	0.7428571428571429	0.7428571428571429	0.2571428571428571	2.888888888888889
cohort_prompt	asthma	27	2.0	35	24	11	0	0	0.6857142857142857	0.6857142857142857	0.3142857142857143	2.1818181818181817
cohort_prompt	asthma	27	3.0	35	33	2	0	0	0.9428571428571428	0.9428571428571428	0.05714285714285714	16.5
cohort_prompt	asthma	27	4.0	35	35	0	0	0	1.0	1.0	0.0	inf
cohort_prompt	asthma	27	5.0	35	35	0	0	0	1.0	1.0	0.0	inf
cohort_prompt	asthma	28	0.0	35	1	34	0	0	0.02857142857142857	0.02857142857142857	0.9714285714285714	0.029411764705882353
cohort_prompt	asthma	28	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	28	2.0	35	2	33	0	0	0.05714285714285714	0.05714285714285714	0.9428571428571428	0.06060606060606061
cohort_prompt	asthma	28	3.0	35	1	34	0	0	0.02857142857142857	0.02857142857142857	0.9714285714285714	0.029411764705882353
cohort_prompt	asthma	28	4.0	35	3	32	0	0	0.08571428571428572	0.08571428571428572	0.9142857142857143	0.09375
cohort_prompt	asthma	28	5.0	35	1	34	0	0	0.02857142857142857	0.02857142857142857	0.9714285714285714	0.029411764705882353
